STATE,CONSTITUENCY,NAME,WINNER,PARTY,GENDER,"CRIMINAL
CASES",AGE,CATEGORY,EDUCATION,ASSETS,LIABILITIES,TOTAL ELECTORS
Tamil Nadu,MADURAI,PANDIAMMAL J,0,NTK,FEMALE,0,38,GENERAL,Post Graduate,"Rs 1,75,000
 ~ 1 Lacs+","Rs 0
 ~",1539026
Tamil Nadu,MADURAI,DAVID ANNADURAI K,0,IND,MALE,3,42,GENERAL,Graduate Professional,"Rs 2,87,87,054
 ~ 2 Crore+","Rs 3,30,000
 ~ 3 Lacs+",1539026
Tamil Nadu,MADURAI,VENKATESAN S,1,CPI(M),MALE,0,49,GENERAL,12th Pass,"Rs 18,11,456
 ~ 18 Lacs+","Rs 0
 ~",1539026
Tamil Nadu,MADURAI,RAJ SATYEN V.V.R,0,AIADMK,MALE,0,36,GENERAL,Post Graduate,"Rs 3,22,39,213
 ~ 3 Crore+","Rs 87,00,000
 ~ 87 Lacs+",1539026
Odisha,ASKA,PRAMILA BISOYI,1,BJD,FEMALE,0,70,GENERAL,5th Pass,"Rs 7,32,470
 ~ 7 Lacs+","Rs 0
 ~",1541145
Odisha,ASKA,RAMA KRUSHNA PANDA,0,CPI(M),MALE,1,47,GENERAL,Post Graduate,"Rs 3,29,980
 ~ 3 Lacs+","Rs 0
 ~",1541145
Odisha,ASKA,ANITA SUBHADARSHINI,0,BJP,FEMALE,0,47,GENERAL,Post Graduate,"Rs 1,61,75,950
 ~ 1 Crore+","Rs 1,79,25,000
 ~ 1 Crore+",1541145
Tamil Nadu,DINDIGUL,"SUTHAKARAN, S. DR.",0,MNM,MALE,0,52,GENERAL,Graduate Professional,"Rs 5,89,04,398
 ~ 5 Crore+","Rs 2,53,02,234
 ~ 2 Crore+",1541881
Tamil Nadu,DINDIGUL,"MANSOORALI KHAN, A.",0,NTK,MALE,Not Available,56,GENERAL,Not Available,Not Available,Not Available,1541881
Tamil Nadu,DINDIGUL,"JOTHI MURUGAN,P.",0,IND,MALE,1,42,GENERAL,Post Graduate,"Rs 3,87,70,497
 ~ 3 Crore+","Rs 80,00,000
 ~ 80 Lacs+",1541881
Tamil Nadu,DINDIGUL,"JOTHIMUTHU, K.",0,PMK,MALE,Not Available,48,GENERAL,Not Available,Not Available,Not Available,1541881
Tamil Nadu,DINDIGUL,"VELUSAMY, P.",1,DMK,MALE,0,52,GENERAL,Illiterate,"Rs 14,80,76,407
 ~ 14 Crore+","Rs 3,14,74,526
 ~ 3 Crore+",1541881
Punjab,FARIDKOT,PROF. SADHU SINGH,0,AAP,MALE,0,78,SC,Post Graduate,"Rs 1,51,38,283
 ~ 1 Crore+","Rs 35,00,000
 ~ 35 Lacs+",1541971
Punjab,FARIDKOT,MOHAMMAD SADIQUE,1,INC,MALE,0,78,SC,5th Pass,"Rs 1,97,93,884
 ~ 1 Crore+","Rs 3,11,043
 ~ 3 Lacs+",1541971
Punjab,FARIDKOT,MASTER BALDEV SINGH,0,PUNEKP,MALE,0,61,SC,12th Pass,"Rs 75,13,896
 ~ 75 Lacs+","Rs 15,10,708
 ~ 15 Lacs+",1541971
Punjab,FARIDKOT,GULZAR SINGH RANIKE,0,SAD,MALE,1,61,SC,Literate,"Rs 8,29,57,653
 ~ 8 Crore+","Rs 0
 ~",1541971
Andhra Pradesh,RAJAMPET,D A SATHYA PRABHA,0,TDP,FEMALE,0,68,GENERAL,12th Pass,"Rs 2,20,48,33,211
 ~ 220 Crore+","Rs 59,32,75,186
 ~ 59 Crore+",1546938
Andhra Pradesh,RAJAMPET,P.V.MIDHUN REDDY,1,YSRCP,MALE,3,42,GENERAL,Post Graduate,"Rs 66,50,85,701
 ~ 66 Crore+","Rs 20,54,73,477
 ~ 20 Crore+",1546938
Andhra Pradesh,RAJAMPET,SYED MUKARRAM,0,JnP,MALE,0,42,GENERAL,10th Pass,"Rs 6,00,000
 ~ 6 Lacs+","Rs 12,00,000
 ~ 12 Lacs+",1546938
Andhra Pradesh,RAJAMPET,M.SHAJAHAN BASHA (JAHA),0,INC,MALE,2,48,GENERAL,10th Pass,"Rs 2,74,00,500
 ~ 2 Crore+","Rs 56,00,000
 ~ 56 Lacs+",1546938
Tamil Nadu,TIRUNELVELI,VENNIMALAI M,0,MNM,MALE,0,53,GENERAL,Post Graduate,"Rs 10,18,17,799
 ~ 10 Crore+","Rs 0
 ~",1547800
Tamil Nadu,TIRUNELVELI,SATHYA B,0,NTK,FEMALE,0,41,GENERAL,Graduate,"Rs 48,16,687
 ~ 48 Lacs+","Rs 2,79,000
 ~ 2 Lacs+",1547800
Tamil Nadu,TIRUNELVELI,MICHAEL RAYAPPAN S,0,IND,MALE,0,55,GENERAL,12th Pass,"Rs 2,72,26,236
 ~ 2 Crore+","Rs 60,91,883
 ~ 60 Lacs+",1547800
Tamil Nadu,TIRUNELVELI,GNANATHIRAVIAM S,1,DMK,MALE,4,54,GENERAL,10th Pass,"Rs 23,27,59,237
 ~ 23 Crore+","Rs 4,61,49,049
 ~ 4 Crore+",1547800
Tamil Nadu,TIRUNELVELI,PAUL MANOJ PANDIAN,0,AIADMK,MALE,0,47,GENERAL,Post Graduate,"Rs 10,34,79,811
 ~ 10 Crore+","Rs 2,85,31,015
 ~ 2 Crore+",1547800
Tamil Nadu,SIVAGANGA,KAVINGNAR SNEKAN,0,MNM,MALE,0,46,GENERAL,12th Pass,"Rs 1,96,62,950
 ~ 1 Crore+","Rs 45,00,000
 ~ 45 Lacs+",1552019
Tamil Nadu,SIVAGANGA,V.SAKTHI PRIYA,0,NTK,FEMALE,0,27,GENERAL,Post Graduate,"Rs 4,67,200
 ~ 4 Lacs+","Rs 42,000
 ~ 42 Thou+",1552019
Tamil Nadu,SIVAGANGA,V.PANDI,0,IND,MALE,Not Available,43,GENERAL,Not Available,Not Available,Not Available,1552019
Tamil Nadu,SIVAGANGA,KARTI P CHIDAMBARAM,1,INC,MALE,8,47,GENERAL,Graduate Professional,"Rs 79,37,29,024
 ~ 79 Crore+","Rs 17,40,81,116
 ~ 17 Crore+",1552019
Tamil Nadu,SIVAGANGA,H.RAJA,0,BJP,MALE,3,61,GENERAL,Graduate Professional,"Rs 2,62,23,393
 ~ 2 Crore+","Rs 59,10,000
 ~ 59 Lacs+",1552019
Tamil Nadu,SIVAGANGA,P.RAJENDHIRAN,0,IND,MALE,1,59,GENERAL,10th Pass,"Rs 1,66,000
 ~ 1 Lacs+","Rs 0
 ~",1552019
Telangana,NIZAMABAD,KALVAKUNTLA KAVITHA,0,TRS,FEMALE,2,41,GENERAL,Graduate Professional,"Rs 17,93,82,394
 ~ 17 Crore+","Rs 9,07,23,181
 ~ 9 Crore+",1553385
Telangana,NIZAMABAD,MADHU GOUD YASKHI,0,INC,MALE,1,61,GENERAL,Post Graduate,"Rs 36,20,49,049
 ~ 36 Crore+","Rs 35,09,798
 ~ 35 Lacs+",1553385
Telangana,NIZAMABAD,ARVIND DHARMAPURI,1,BJP,MALE,1,43,GENERAL,Post Graduate,"Rs 87,69,30,468
 ~ 87 Crore+","Rs 33,75,80,746
 ~ 33 Crore+",1553385
Andhra Pradesh,SRIKAKULAM,KINJARAPU RAM MOHAN NAIDU,1,TDP,MALE,1,32,GENERAL,Post Graduate,"Rs 12,27,91,042
 ~ 12 Crore+","Rs 1,20,00,000
 ~ 1 Crore+",1553860
Andhra Pradesh,SRIKAKULAM,DUVVADA SRINIVAS,0,YSRCP,MALE,13,52,GENERAL,Post Graduate,"Rs 5,28,21,196
 ~ 5 Crore+","Rs 2,58,48,939
 ~ 2 Crore+",1553860
Andhra Pradesh,SRIKAKULAM,METTA RAMARAO,0,JnP,MALE,0,53,GENERAL,Post Graduate,"Rs 6,33,85,326
 ~ 6 Crore+","Rs 0
 ~",1553860
Andhra Pradesh,SRIKAKULAM,DOLA JAGAN,0,INC,MALE,0,53,GENERAL,Post Graduate,"Rs 1,23,90,000
 ~ 1 Crore+","Rs 38,46,000
 ~ 38 Lacs+",1553860
Maharashtra,MUMBAI SOUTH,ARVIND GANPAT SAWANT,1,SHS,MALE,1,67,GENERAL,Graduate,"Rs 2,71,81,577
 ~ 2 Crore+","Rs 0
 ~",1554176
Maharashtra,MUMBAI SOUTH,DR. ANIL KUMAR,0,VBA,MALE,0,68,GENERAL,Others,"Rs 10,11,00,914
 ~ 10 Crore+","Rs 9,92,020
 ~ 9 Lacs+",1554176
Maharashtra,MUMBAI SOUTH,DEORA MILIND MURLI,0,INC,MALE,0,43,GENERAL,Graduate,"Rs 79,32,00,422
 ~ 79 Crore+","Rs 4,96,81,435
 ~ 4 Crore+",1554176
Andhra Pradesh,ONGOLE,SIDDA RAGHAVA RAO,0,TDP,MALE,0,61,GENERAL,Graduate,"Rs 91,68,36,770
 ~ 91 Crore+","Rs 12,94,14,369
 ~ 12 Crore+",1556469
Andhra Pradesh,ONGOLE,MAGUNTA SREENIVASULU REDDY,1,YSRCP,MALE,0,65,GENERAL,Graduate,"Rs 26,65,83,686
 ~ 26 Crore+","Rs 9,13,02,133
 ~ 9 Crore+",1556469
Andhra Pradesh,ONGOLE,BELLAMKONDA SAIBABU,0,JnP,MALE,0,49,GENERAL,Graduate Professional,"Rs 1,38,66,784
 ~ 1 Crore+","Rs 24,72,903
 ~ 24 Lacs+",1556469
Karnataka,UTTARA KANNADA,ANAND ASNOTIKAR,0,JD(S),MALE,1,39,GENERAL,Post Graduate,"Rs 72,19,16,901
 ~ 72 Crore+","Rs 2,38,00,806
 ~ 2 Crore+",1556599
Karnataka,UTTARA KANNADA,ANANTKUMAR HEGDE,1,BJP,MALE,4,51,GENERAL,12th Pass,"Rs 8,47,55,455
 ~ 8 Crore+","Rs 4,10,16,655
 ~ 4 Crore+",1556599
Chhattisgarh,KANKER,BIRESH THAKUR,0,INC,MALE,0,52,ST,Post Graduate,"Rs 66,66,614
 ~ 66 Lacs+","Rs 0
 ~",1558952
Chhattisgarh,KANKER,MOHAN MANDAVI,1,BJP,MALE,0,61,ST,Post Graduate,"Rs 2,86,75,553
 ~ 2 Crore+","Rs 6,79,000
 ~ 6 Lacs+",1558952
Tamil Nadu,RAMANATHAPURAM,VIJAYA BASKAR,0,MNM,MALE,0,30,GENERAL,Graduate Professional,"Rs 26,36,018
 ~ 26 Lacs+","Rs 0
 ~",1559740
Tamil Nadu,RAMANATHAPURAM,T. BHUVANESWARI,0,NTK,FEMALE,0,37,GENERAL,Graduate,"Rs 9,55,530
 ~ 9 Lacs+","Rs 3,50,000
 ~ 3 Lacs+",1559740
Tamil Nadu,RAMANATHAPURAM,"V.D.N. ANANDH. B.E.,",0,IND,MALE,4,38,GENERAL,Graduate Professional,"Rs 4,90,57,656
 ~ 4 Crore+","Rs 61,03,249
 ~ 61 Lacs+",1559740
Tamil Nadu,RAMANATHAPURAM,K. NAVASKANI,1,IUML,MALE,1,39,GENERAL,12th Pass,"Rs 36,47,38,171
 ~ 36 Crore+","Rs 4,70,08,615
 ~ 4 Crore+",1559740
Tamil Nadu,RAMANATHAPURAM,NAINAR NAGENTHRAN,0,BJP,MALE,1,59,GENERAL,Post Graduate,"Rs 19,46,74,653
 ~ 19 Crore+","Rs 8,04,59,602
 ~ 8 Crore+",1559740
Tamil Nadu,THENI,"RADHAKRISHNAN, S.",0,MNM,MALE,1,51,GENERAL,Post Graduate,"Rs 47,30,000
 ~ 47 Lacs+","Rs 13,75,000
 ~ 13 Lacs+",1561040
Tamil Nadu,THENI,SHAGUL HAMEED,0,NTK,MALE,0,59,GENERAL,Graduate,"Rs 1,89,57,000
 ~ 1 Crore+","Rs 0
 ~",1561040
Tamil Nadu,THENI,THANGA TAMILSELVAN,0,IND,MALE,Not Available,58,GENERAL,Not Available,Not Available,Not Available,1561040
Tamil Nadu,THENI,"ELANGOVAN, E.V.K.S.",0,INC,MALE,10,70,GENERAL,Graduate,"Rs 23,62,41,267
 ~ 23 Crore+","Rs 74,50,651
 ~ 74 Lacs+",1561040
Tamil Nadu,THENI,"RAVEENDRANATH KUMAR, P",1,AIADMK,MALE,0,39,GENERAL,Post Graduate,"Rs 6,58,03,231
 ~ 6 Crore+","Rs 3,27,34,079
 ~ 3 Crore+",1561040
NCT OF Delhi,CHANDNI CHOWK,PANKAJ KUMAR GUPTA,0,AAP,MALE,0,52,GENERAL,Graduate Professional,"Rs 20,43,51,194
 ~ 20 Crore+","Rs 7,37,055
 ~ 7 Lacs+",1562283
NCT OF Delhi,CHANDNI CHOWK,JAI PRAKASH AGARWAL,0,INC,MALE,0,74,GENERAL,Graduate,"Rs 9,61,59,175
 ~ 9 Crore+","Rs 0
 ~",1562283
NCT OF Delhi,CHANDNI CHOWK,HARSH VARDHAN,1,BJP,MALE,0,64,GENERAL,Post Graduate,"Rs 3,01,71,897
 ~ 3 Crore+","Rs 0
 ~",1562283
Odisha,PURI,PINAKI MISRA,1,BJD,MALE,0,59,GENERAL,Graduate Professional,"Rs 1,17,47,01,344
 ~ 117 Crore+","Rs 2,19,32,742
 ~ 2 Crore+",1562331
Odisha,PURI,SATYA PRAKASH NAYAK,0,INC,MALE,4,51,GENERAL,Post Graduate,"Rs 1,32,57,059
 ~ 1 Crore+","Rs 1,38,069
 ~ 1 Lacs+",1562331
Odisha,PURI,DR SAMBIT PATRA,0,BJP,MALE,1,45,GENERAL,Post Graduate,"Rs 72,02,976
 ~ 72 Lacs+","Rs 11,97,946
 ~ 11 Lacs+",1562331
Andhra Pradesh,KAKINADA,CHALAMALASETTY SUNIL,0,TDP,MALE,0,49,GENERAL,Post Graduate,"Rs 25,32,66,524
 ~ 25 Crore+","Rs 1,83,10,000
 ~ 1 Crore+",1563930
Andhra Pradesh,KAKINADA,VANGA GEETHAVISWANATH,1,YSRCP,FEMALE,0,55,GENERAL,Post Graduate,"Rs 20,25,28,594
 ~ 20 Crore+","Rs 3,44,16,887
 ~ 3 Crore+",1563930
Andhra Pradesh,KAKINADA,JYOTHULA VENKATESWARA RAO,0,JnP,MALE,0,62,GENERAL,12th Pass,"Rs 17,34,51,539
 ~ 17 Crore+","Rs 11,50,000
 ~ 11 Lacs+",1563930
Gujarat,BHARUCH,SINDHA KIRITSINH ALIAS JALAMSINH NATHUBAVA,0,IND,MALE,0,40,GENERAL,5th Pass,"Rs 10,35,000
 ~ 10 Lacs+","Rs 0
 ~",1564519
Gujarat,BHARUCH,CHHOTUBHAI AMARSINH VASAVA,0,BTP,MALE,6,73,ST,10th Pass,"Rs 2,01,46,320
 ~ 2 Crore+","Rs 45,95,420
 ~ 45 Lacs+",1564519
Gujarat,BHARUCH,SHERKHAN ABDULSAKUR PATHAN,0,INC,MALE,3,37,GENERAL,12th Pass,"Rs 33,43,699
 ~ 33 Lacs+","Rs 0
 ~",1564519
Gujarat,BHARUCH,MANSUKHBHAI DHANJIBHAI VASAVA,1,BJP,MALE,0,61,ST,Post Graduate,"Rs 68,35,957
 ~ 68 Lacs+","Rs 0
 ~",1564519
West Bengal,DUM DUM,SOUGATA RAY,1,AITC,MALE,1,71,GENERAL,Post Graduate,"Rs 4,25,18,790
 ~ 4 Crore+","Rs 0
 ~",1566196
West Bengal,DUM DUM,NEPALDEB BHATTACHARYA,0,CPI(M),MALE,2,67,GENERAL,Graduate,"Rs 77,43,732
 ~ 77 Lacs+","Rs 0
 ~",1566196
West Bengal,DUM DUM,SAURAV SAHA,0,INC,MALE,1,37,GENERAL,Graduate Professional,"Rs 1,23,67,000
 ~ 1 Crore+","Rs 52,96,000
 ~ 52 Lacs+",1566196
West Bengal,DUM DUM,SAMIK BHATTACHARYA,0,BJP,MALE,2,53,SC,Graduate,"Rs 7,06,493
 ~ 7 Lacs+","Rs 0
 ~",1566196
Andhra Pradesh,CHITTOOR,NARAMALLI SIVA PRASAD,0,TDP,MALE,0,67,SC,Graduate Professional,"Rs 6,96,28,816
 ~ 6 Crore+","Rs 0
 ~",1566499
Andhra Pradesh,CHITTOOR,N. REDDEPPA,1,YSRCP,MALE,0,68,SC,Post Graduate,"Rs 1,73,55,862
 ~ 1 Crore+","Rs 13,41,542
 ~ 13 Lacs+",1566499
Andhra Pradesh,CHITTOOR,C. PUNYAMURTHY,0,BSP,MALE,4,45,SC,Others,"Rs 3,03,23,800
 ~ 3 Crore+","Rs 2,16,35,686
 ~ 2 Crore+",1566499
Andhra Pradesh,CHITTOOR,CHEEMALA. RANGAPPA,0,INC,MALE,0,60,SC,Graduate Professional,"Rs 1,28,32,000
 ~ 1 Crore+","Rs 0
 ~",1566499
Andhra Pradesh,KADAPA,ADI NARAYANA REDDY CHADIPIRALA,0,TDP,MALE,0,61,GENERAL,Post Graduate,"Rs 3,07,42,398
 ~ 3 Crore+","Rs 9,61,319
 ~ 9 Lacs+",1570330
Andhra Pradesh,KADAPA,Y.S.AVINASH REDDY,1,YSRCP,MALE,4,34,GENERAL,Post Graduate,"Rs 18,69,69,794
 ~ 18 Crore+","Rs 2,28,33,319
 ~ 2 Crore+",1570330
Andhra Pradesh,KURNOOL,KOTLA JAYA SURYA PRAKASH REDDY,0,TDP,MALE,0,67,GENERAL,Graduate,"Rs 17,47,62,674
 ~ 17 Crore+","Rs 14,50,000
 ~ 14 Lacs+",1573009
Andhra Pradesh,KURNOOL,AYUSHMAN DOCTOR SANJEEV KUMAR,1,YSRCP,MALE,0,52,GENERAL,Post Graduate,"Rs 32,59,14,387
 ~ 32 Crore+","Rs 6,20,70,621
 ~ 6 Crore+",1573009
Andhra Pradesh,KURNOOL,K. PRABHAKARA REDDY,0,CPI(M),MALE,1,58,GENERAL,Graduate Professional,"Rs 16,59,077
 ~ 16 Lacs+","Rs 85,000
 ~ 85 Thou+",1573009
Andhra Pradesh,KURNOOL,AHMED ALI KHAN,0,INC,MALE,0,42,GENERAL,12th Pass,"Rs 15,88,31,414
 ~ 15 Crore+","Rs 0
 ~",1573009
Andhra Pradesh,KURNOOL,DR. PARTHASARATHI VALMIKI,0,BJP,MALE,0,48,GENERAL,Post Graduate,"Rs 29,75,10,890
 ~ 29 Crore+","Rs 6,23,28,052
 ~ 6 Crore+",1573009
Madhya Pradesh,SATNA,ACCHE LAL KUSHAWAHA,0,BSP,MALE,2,62,GENERAL,8th Pass,"Rs 2,48,46,270
 ~ 2 Crore+","Rs 7,46,000
 ~ 7 Lacs+",1575064
Madhya Pradesh,SATNA,RAJARAM TRIPATHI,0,INC,MALE,0,66,GENERAL,12th Pass,"Rs 15,03,75,545
 ~ 15 Crore+","Rs 1,88,44,623
 ~ 1 Crore+",1575064
Madhya Pradesh,SATNA,GANESH SINGH,1,BJP,MALE,2,56,GENERAL,Post Graduate,"Rs 4,17,19,076
 ~ 4 Crore+","Rs 0
 ~",1575064
West Bengal,MALDAHA DAKSHIN,MD. MOAZZEM HOSSAIN,0,AITC,MALE,0,63,GENERAL,Graduate Professional,"Rs 1,35,73,609
 ~ 1 Crore+","Rs 0
 ~",1575590
West Bengal,MALDAHA DAKSHIN,ABU HASEM KHAN CHOWDHURY (DALU),1,INC,MALE,0,72,GENERAL,Doctorate,"Rs 27,09,59,520
 ~ 27 Crore+","Rs 7,28,107
 ~ 7 Lacs+",1575590
West Bengal,MALDAHA DAKSHIN,SREERUPA MITRA CHAUDHURY,0,BJP,FEMALE,1,54,GENERAL,Post Graduate,"Rs 1,01,32,939
 ~ 1 Crore+","Rs 28,40,000
 ~ 28 Lacs+",1575590
Andhra Pradesh,HINDUPUR,KRISTAPPA . NIMMALA,0,TDP,MALE,4,63,GENERAL,Graduate,"Rs 5,13,75,301
 ~ 5 Crore+","Rs 10,11,804
 ~ 10 Lacs+",1578218
Andhra Pradesh,HINDUPUR,KURUVA GORANTLA MADHAV,1,YSRCP,MALE,2,50,GENERAL,Graduate,"Rs 17,87,356
 ~ 17 Lacs+","Rs 7,30,332
 ~ 7 Lacs+",1578218
Andhra Pradesh,HINDUPUR,KAMAGANAHALLI THIPPESWAMY SREEDHAR (K.T.SREEDHAR),0,INC,MALE,1,41,GENERAL,Post Graduate,"Rs 4,34,62,500
 ~ 4 Crore+","Rs 81,28,000
 ~ 81 Lacs+",1578218
Andhra Pradesh,HINDUPUR,MITTA PARTHASARATHI,0,BJP,MALE,2,60,GENERAL,Graduate,"Rs 35,78,49,990
 ~ 35 Crore+","Rs 10,68,20,000
 ~ 10 Crore+",1578218
Maharashtra,GADCHIROLI-CHIMUR,DEORAO MONBA NANNAWARE,0,APoI,MALE,0,59,ST,Graduate Professional,"Rs 48,92,338
 ~ 48 Lacs+","Rs 5,50,000
 ~ 5 Lacs+",1581366
Maharashtra,GADCHIROLI-CHIMUR,DR. RAMESHKUMAR BABURAOJI GAJBE,0,VBA,MALE,0,66,ST,Post Graduate,"Rs 1,07,09,012
 ~ 1 Crore+","Rs 6,00,000
 ~ 6 Lacs+",1581366
Maharashtra,GADCHIROLI-CHIMUR,HARICHANDRA NAGOJI MANGAM,0,BSP,MALE,0,44,ST,12th Pass,"Rs 50,10,301
 ~ 50 Lacs+","Rs 0
 ~",1581366
Maharashtra,GADCHIROLI-CHIMUR,DR. NAMDEO DALLUJI USENDI,0,INC,MALE,0,48,ST,Post Graduate,"Rs 1,62,11,186
 ~ 1 Crore+","Rs 21,53,155
 ~ 21 Lacs+",1581366
Maharashtra,GADCHIROLI-CHIMUR,ASHOK MAHADEORAO NETE,1,BJP,MALE,0,55,ST,12th Pass,"Rs 5,01,36,369
 ~ 5 Crore+","Rs 1,56,82,840
 ~ 1 Crore+",1581366
Madhya Pradesh,SAGAR,RAJKUMAR YADAV,0,BSP,MALE,0,47,GENERAL,12th Pass,"Rs 42,25,000
 ~ 42 Lacs+","Rs 3,00,000
 ~ 3 Lacs+",1583129
Madhya Pradesh,SAGAR,PRABHU SINGH THAKUR,0,INC,MALE,0,65,GENERAL,Post Graduate,"Rs 11,61,06,237
 ~ 11 Crore+","Rs 8,69,967
 ~ 8 Lacs+",1583129
Madhya Pradesh,SAGAR,RAJBAHADUR SINGH,1,BJP,MALE,1,51,GENERAL,Post Graduate,"Rs 1,64,16,828
 ~ 1 Crore+","Rs 5,47,428
 ~ 5 Lacs+",1583129
Telangana,NALGONDA,VEMIREDDY NARASIMHA REDDY,0,TRS,MALE,0,63,GENERAL,Post Graduate,"Rs 94,31,84,220
 ~ 94 Crore+","Rs 20,81,78,829
 ~ 20 Crore+",1585980
Telangana,NALGONDA,MALLU LAXMI,0,CPI(M),FEMALE,1,45,GENERAL,Graduate Professional,"Rs 4,98,66,261
 ~ 4 Crore+","Rs 85,38,884
 ~ 85 Lacs+",1585980
Telangana,NALGONDA,UTTAM KUMAR REDDY NALAMADA,1,INC,MALE,4,55,GENERAL,Graduate,"Rs 3,15,01,349
 ~ 3 Crore+","Rs 12,00,000
 ~ 12 Lacs+",1585980
Telangana,NALGONDA,GARLAPATI JITHENDRA KUMAR,0,BJP,MALE,0,61,GENERAL,12th Pass,"Rs 18,45,77,651
 ~ 18 Crore+","Rs 2,17,81,741
 ~ 2 Crore+",1585980
Uttar Pradesh,NAGINA,GIRISH CHANDRA,1,BSP,MALE,1,55,SC,12th Pass,"Rs 2,86,59,644
 ~ 2 Crore+","Rs 90,62,600
 ~ 90 Lacs+",1586117
Uttar Pradesh,NAGINA,OMVATI DEVI,0,INC,FEMALE,0,69,SC,10th Pass,"Rs 3,71,58,570
 ~ 3 Crore+","Rs 0
 ~",1586117
Uttar Pradesh,NAGINA,DR. YASHWANT SINGH,0,BJP,MALE,0,56,SC,Post Graduate,"Rs 6,63,52,887
 ~ 6 Crore+","Rs 9,00,000
 ~ 9 Lacs+",1586117
Maharashtra,SHIRDI,SADASHIV KISAN LOKHANDE,1,SHS,MALE,1,56,SC,10th Pass,"Rs 11,37,10,526
 ~ 11 Crore+","Rs 2,05,100
 ~ 2 Lacs+",1587079
Maharashtra,SHIRDI,SANJAY LAXMAN SUKHDAN,0,VBA,MALE,2,39,SC,Graduate,"Rs 2,40,86,176
 ~ 2 Crore+","Rs 88,10,000
 ~ 88 Lacs+",1587079
Maharashtra,SHIRDI,ADV. BANSI BHAURAO SATPUTE,0,CPI(M),MALE,1,58,SC,Graduate Professional,"Rs 1,36,05,985
 ~ 1 Crore+","Rs 16,22,993
 ~ 16 Lacs+",1587079
Maharashtra,SHIRDI,WAKCHAURE BHAUSAHEB RAJARAM,0,IND,MALE,0,69,SC,Graduate Professional,"Rs 8,94,93,665
 ~ 8 Crore+","Rs 61,41,795
 ~ 61 Lacs+",1587079
Maharashtra,SHIRDI,KAMBLE BHAUSAHEB MALHARI,0,INC,MALE,1,64,SC,Others,"Rs 2,64,19,995
 ~ 2 Crore+","Rs 19,35,504
 ~ 19 Lacs+",1587079
Maharashtra,SHIRDI,PRADIP SUNIL SARODE,0,IND,MALE,9,32,SC,12th Pass,"Rs 1,13,801
 ~ 1 Lacs+","Rs 0
 ~",1587079
Telangana,NAGARKURNOOL,POTHUGANTI RAMULU,1,TRS,MALE,0,66,SC,Graduate,"Rs 1,07,78,684
 ~ 1 Crore+","Rs 0
 ~",1588111
Telangana,NAGARKURNOOL,B YOSEF,0,BSP,MALE,0,53,SC,10th Pass,"Rs 7,75,000
 ~ 7 Lacs+","Rs 0
 ~",1588111
Telangana,NAGARKURNOOL,SRINIVAS BUDDULA,0,IND,MALE,0,45,SC,10th Pass,"Rs 9,25,000
 ~ 9 Lacs+","Rs 32,000
 ~ 32 Thou+",1588111
Telangana,NAGARKURNOOL,DR MALLU RAVI,0,INC,MALE,4,68,SC,Graduate Professional,"Rs 26,57,82,483
 ~ 26 Crore+","Rs 1,88,00,000
 ~ 1 Crore+",1588111
Telangana,NAGARKURNOOL,SHRUTHI BANGARU ALIAS BANGARU SHRUTHI,0,BJP,FEMALE,0,43,SC,Post Graduate,"Rs 5,17,01,683
 ~ 5 Crore+","Rs 8,86,328
 ~ 8 Lacs+",1588111
Bihar,JAHANABAD,CHANDESHWAR PRASAD,1,JD(U),MALE,3,68,GENERAL,10th Pass,"Rs 13,92,71,693
 ~ 13 Crore+","Rs 0
 ~",1588454
Bihar,JAHANABAD,NITYA NAND SINGH,0,BSP,MALE,3,38,GENERAL,12th Pass,"Rs 3,69,29,975
 ~ 3 Crore+","Rs 6,98,096
 ~ 6 Lacs+",1588454
Bihar,JAHANABAD,KUNTI DEVI,0,CPI(ML)(L),FEMALE,5,54,GENERAL,Literate,"Rs 4,15,800
 ~ 4 Lacs+","Rs 0
 ~",1588454
Bihar,JAHANABAD,SURENDRA PRASAD YADAV,0,RJD,MALE,8,60,GENERAL,Post Graduate,"Rs 8,73,52,346
 ~ 8 Crore+","Rs 30,63,057
 ~ 30 Lacs+",1588454
Bihar,JAHANABAD,ARBIND KUMAR,0,ravp,MALE,1,68,GENERAL,Doctorate,"Rs 91,20,02,858
 ~ 91 Crore+","Rs 12,92,562
 ~ 12 Lacs+",1588454
Bihar,JAHANABAD,SUNIL KUMAR,0,PPID,MALE,0,38,GENERAL,Graduate,"Rs 25,53,613
 ~ 25 Lacs+","Rs 0
 ~",1588454
Bihar,JAHANABAD,ARUN KUMAR,0,RSPSR,MALE,3,60,GENERAL,Doctorate,"Rs 6,94,73,960
 ~ 6 Crore+","Rs 11,15,692
 ~ 11 Lacs+",1588454
Maharashtra,MUMBAI NORTH EAST,PATIL SANJAY DINA,0,NCP,MALE,1,50,GENERAL,Graduate,"Rs 2,61,09,673
 ~ 2 Crore+","Rs 0
 ~",1588693
Maharashtra,MUMBAI NORTH EAST,NIHARIKA PRAKASHCHANDRA KHONDALAY,0,VBA,FEMALE,0,50,GENERAL,Graduate,"Rs 29,27,285
 ~ 29 Lacs+","Rs 32,490
 ~ 32 Thou+",1588693
